web-scraper-order,web-scraper-start-url,single,single_href,title,price,rating,image_src
1717694461-1,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy A35 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",https://www.amazon.in/Samsung-Awesome-Iceblue-Storage-Nightography/dp/B0CWPDYS2C/ref=sr_1_18?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-18,"Samsung Galaxy A35 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) ","30,999",3.5,https://m.media-amazon.com/images/I/71MBDTglV4L._SX679_.jpg
1717694467-2,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M14 4G (Arctic Blue,6GB,128GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 12GB RAM with RAM Plus | Without Charger",https://www.amazon.in/Samsung-5000mAh-Snapdragon-Processor-Security/dp/B0CV7PT9PR/ref=sr_1_17?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-17,"Samsung Galaxy M14 4G (Arctic Blue,6GB,128GB) ","11,999",3.5,https://m.media-amazon.com/images/I/81juPhKSZJL._SX679_.jpg
1717694474-3,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy A15 5G (Blue Black, 6GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 12GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",https://www.amazon.in/Samsung-Storage-Expandable-MediaTek-Dimensity/dp/B0CP7VP1VV/ref=sr_1_16?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-16,"Samsung Galaxy A15 5G (Blue Black, 6GB, 128GB Storage)","17,999",3.8,https://m.media-amazon.com/images/I/71QZyo8ekbL._SX679_.jpg
1717694481-4,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M14 5G (Berry Blue,6GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_15?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-15,"Samsung Galaxy M14 5G (Berry Blue,6GB,128GB)","12,490",4,https://m.media-amazon.com/images/I/81pmO0iVNhL._SX679_.jpg
1717694487-5,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy A14 5G (Dark Red, 6GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 12 GB RAM with RAM Plus | Without Charger",https://www.amazon.in/Samsung-Galaxy-Storage-Without-Charger/dp/B0BS16FS5K/ref=sr_1_14?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-14,"Samsung Galaxy A14 5G (Dark Red, 6GB, 128GB Storage) ","15,999",4,https://m.media-amazon.com/images/I/81QW4IDVidL._SX679_.jpg
1717694494-6,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy A34 5G (Awesome Lime, 8GB, 128GB Storage) | 48 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Without Charger",https://www.amazon.in/Samsung-Awesome-Storage-Gorilla-Without/dp/B0BXD44TJW/ref=sr_1_13?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-13,"Samsung Galaxy A34 5G (Awesome Lime, 8GB, 128GB Storage) ","22,999",4.2,https://m.media-amazon.com/images/I/712f4xV-Z3L._SX679_.jpg
1717694501-7,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1JGQL/ref=sr_1_10?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-10,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)","14,999",4,https://m.media-amazon.com/images/I/91ItZJh1FDL._SX679_.jpg
1717694507-8,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M15 5G (Celestial Blue,6GB RAM,128GB Storage)| 50MP Triple Cam| 6000mAh Battery|MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update|Super AMOLED Display|Without Charger",https://www.amazon.in/Samsung-Celestial-MediaTek-Dimensity-Security/dp/B0CYQ2N8JR/ref=sr_1_9?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-9,"Samsung Galaxy M15 5G (Celestial Blue,6GB RAM,128GB Storage)","14,499",3.6,https://m.media-amazon.com/images/I/81HaKFx7EGL._SX679_.jpg
1717694514-9,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy F54 5G (Stardust Silver, 256 GB) (8 GB RAM)",https://www.amazon.in/Samsung-Galaxy-F54-Stardust-Silver/dp/B0CB97SJ6Y/ref=sr_1_8?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-8,"Samsung Galaxy F54 5G (Stardust Silver, 256 GB) (8 GB RAM)","22,947",3.8,https://m.media-amazon.com/images/I/81cjnxL6jbL._SX679_.jpg
1717694520-10,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M14 5G (Smoky Teal,6GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_7?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-7,"Samsung Galaxy M14 5G (Smoky Teal,6GB,128GB)","12,490",4,https://m.media-amazon.com/images/I/818VqDSKpCL._SX679_.jpg
1717694526-11,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M14 4G (Arctic Blue,4GB,64GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 8GB RAM with RAM Plus | Without Charger",https://www.amazon.in/Samsung-5000mAh-Snapdragon-Processor-Security/dp/B0CV78R7FL/ref=sr_1_6_mod_primary_new?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=samsung%2Caps%2C220&sr=8-6,"Samsung Galaxy M14 4G (Arctic Blue,4GB,64GB)","8,999",4,https://m.media-amazon.com/images/I/81juPhKSZJL._SX679_.jpg
1717694532-12,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M34 5G (Waterfall Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",https://www.amazon.in/Samsung-Waterfall-sAMOLED-Display-Security/dp/B0C7C2NBY2/ref=sr_1_5?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-5,"Samsung Galaxy M34 5G (Waterfall Blue,8GB,128GB)","14,999",4,https://m.media-amazon.com/images/I/91L9EF-OEGL._SX679_.jpg
1717694539-13,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M34 5G (Waterfall Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",https://www.amazon.in/Samsung-Waterfall-sAMOLED-Display-Security/dp/B0C7C28GKF/ref=sr_1_4?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-4,"Samsung Galaxy M34 5G (Waterfall Blue,6GB,128GB)","12,999",4,https://m.media-amazon.com/images/I/91L9EF-OEGL._SX679_.jpg
1717694544-14,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M34 5G (Midnight Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",https://www.amazon.in/Samsung-Midnight-sAMOLED-Display-Security/dp/B0C7BZX934/ref=sr_1_3?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-3,"Samsung Galaxy M34 5G (Midnight Blue,6GB,128GB)","12,999",4,https://m.media-amazon.com/images/I/91fonhAtoAL._SX679_.jpg
1717694550-15,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M14 5G (ICY Silver,6GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCR6TNK/ref=sr_1_2?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-2,"Samsung Galaxy M14 5G (ICY Silver,6GB,128GB)","12,490",4,https://m.media-amazon.com/images/I/81ZSn2rk9WL._SX679_.jpg
1717694556-16,https://www.amazon.in/s?k=samsung&crid=1VFN3F2DZM89H&sprefix=samsung%2Caps%2C220&ref=nb_sb_noss_2,"Samsung Galaxy M34 5G (Prism Silver,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",https://www.amazon.in/Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_1?crid=1VFN3F2DZM89H&dib=eyJ2IjoiMSJ9.nB-_pOJxRa3sHn2DY4LIYDMzPsTPNLEsHYmIOvv2Tg4ELaGzb9-g9pbHgsHFyRo2qNDR3WXW5fLk6pr_9-DLIUxRdIIG0iIDeYHm2p-_zRX8hW8PMF26J5_ht7lLUWSh60Sk-Wu2SGIJoWoY0wtrE-cVf10ECUeg7Is7gf6dT_hZNSJGRKztlnMzQ4-9N-iJxcYjluJx2QQGiXaqGmgCqOEBi_Yo1fEGKzLdMgZzjkM.QD8qECJCCV2BYR5qmzB-oX_1o72909GcinVWdQA2qhs&dib_tag=se&keywords=samsung&qid=1717694444&sprefix=samsung%2Caps%2C220&sr=8-1,"Samsung Galaxy M34 5G (Prism Silver,6GB,128GB)","12,999",4,https://m.media-amazon.com/images/I/91ItZJh1FDL._SX679_.jpg
1717782559-1,https://www.amazon.in/s?k=samsung&page=2&crid=3SBFVXZC9VG3L&qid=1717782289&sprefix=samsung%2Caps%2C253&ref=sr_pg_2,"Samsung Galaxy M14 5G (Smoky Teal,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|8GB RAM with RAM Plus|Android 13|Without Charger",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCV25LG/ref=sr_1_33?crid=3SBFVXZC9VG3L&dib=eyJ2IjoiMSJ9._qZ_Y818zZkqMGT3PlJmw6jKnzebRdTKqmUnlXOD-bClypV4WqOR0ELc5rfOR4yiOpgo2XHdXwVlrq0n-_wtiFoRcDRQDoq752dZTqz1t9CcFWWZVD1FeyqlSY7Qo-CyfZDeOcb1-jZwoE96ZGF_R7qSRby_4aBAbiFqVNtU6xUt0szwUxB5LH_BBnrA6ypiBa9CrI7yFYUED-MfUWCXl9sj4tcKw64g3c_aA85LG2M.eipXGV3G-wZbZmNH63108MHVKV2u90A3ldHXMd-k5aw&dib_tag=se&keywords=samsung&qid=1717782544&sprefix=samsung%2Caps%2C253&sr=8-33,"Samsung Galaxy M14 5G (Smoky Teal,4GB,128GB)","11,990",4,https://m.media-amazon.com/images/I/818VqDSKpCL._SX679_.jpg
1717782564-2,https://www.amazon.in/s?k=samsung&page=2&crid=3SBFVXZC9VG3L&qid=1717782289&sprefix=samsung%2Caps%2C253&ref=sr_pg_2,"Samsung Galaxy M14 5G (Berry Blue,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|8GB RAM with RAM Plus|Android 13|Without Charger",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCWLJHK/ref=sr_1_32?crid=3SBFVXZC9VG3L&dib=eyJ2IjoiMSJ9._qZ_Y818zZkqMGT3PlJmw6jKnzebRdTKqmUnlXOD-bClypV4WqOR0ELc5rfOR4yiOpgo2XHdXwVlrq0n-_wtiFoRcDRQDoq752dZTqz1t9CcFWWZVD1FeyqlSY7Qo-CyfZDeOcb1-jZwoE96ZGF_R7qSRby_4aBAbiFqVNtU6xUt0szwUxB5LH_BBnrA6ypiBa9CrI7yFYUED-MfUWCXl9sj4tcKw64g3c_aA85LG2M.eipXGV3G-wZbZmNH63108MHVKV2u90A3ldHXMd-k5aw&dib_tag=se&keywords=samsung&qid=1717782544&sprefix=samsung%2Caps%2C253&sr=8-32,"Samsung Galaxy M14 5G (Berry Blue,4GB,128GB)","11,990",4,https://m.media-amazon.com/images/I/81pmO0iVNhL._SX679_.jpg
1717782570-3,https://www.amazon.in/s?k=samsung&page=2&crid=3SBFVXZC9VG3L&qid=1717782289&sprefix=samsung%2Caps%2C253&ref=sr_pg_2,"Samsung Galaxy A15 5G (Blue, 8GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",https://www.amazon.in/Samsung-Storage-Expandable-MediaTek-Dimensity/dp/B0CP7WCMB3/ref=sr_1_31?crid=3SBFVXZC9VG3L&dib=eyJ2IjoiMSJ9._qZ_Y818zZkqMGT3PlJmw6jKnzebRdTKqmUnlXOD-bClypV4WqOR0ELc5rfOR4yiOpgo2XHdXwVlrq0n-_wtiFoRcDRQDoq752dZTqz1t9CcFWWZVD1FeyqlSY7Qo-CyfZDeOcb1-jZwoE96ZGF_R7qSRby_4aBAbiFqVNtU6xUt0szwUxB5LH_BBnrA6ypiBa9CrI7yFYUED-MfUWCXl9sj4tcKw64g3c_aA85LG2M.eipXGV3G-wZbZmNH63108MHVKV2u90A3ldHXMd-k5aw&dib_tag=se&keywords=samsung&qid=1717782544&sprefix=samsung%2Caps%2C253&sr=8-31,"Samsung Galaxy A15 5G (Blue, 8GB, 128GB Storage) ","19,499",3.8,https://m.media-amazon.com/images/I/71+0MKV37HL._SX679_.jpg
1717782576-4,https://www.amazon.in/s?k=samsung&page=2&crid=3SBFVXZC9VG3L&qid=1717782289&sprefix=samsung%2Caps%2C253&ref=sr_pg_2,"Samsung Galaxy S22 5G (Green, 8GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09SH9D45B/ref=sr_1_30?crid=3SBFVXZC9VG3L&dib=eyJ2IjoiMSJ9._qZ_Y818zZkqMGT3PlJmw6jKnzebRdTKqmUnlXOD-bClypV4WqOR0ELc5rfOR4yiOpgo2XHdXwVlrq0n-_wtiFoRcDRQDoq752dZTqz1t9CcFWWZVD1FeyqlSY7Qo-CyfZDeOcb1-jZwoE96ZGF_R7qSRby_4aBAbiFqVNtU6xUt0szwUxB5LH_BBnrA6ypiBa9CrI7yFYUED-MfUWCXl9sj4tcKw64g3c_aA85LG2M.eipXGV3G-wZbZmNH63108MHVKV2u90A3ldHXMd-k5aw&dib_tag=se&keywords=samsung&qid=1717782544&sprefix=samsung%2Caps%2C253&sr=8-30,"Samsung Galaxy S22 5G (Green, 8GB, 128GB Storage) ","41,899",4.3,https://m.media-amazon.com/images/I/71qZERyxy6L._SX679_.jpg
